county_fips,state_po,name,year,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher
0,US,United States,1970,52373312,34158051,11650730,11717266,47.7,31.1,10.6,10.7
0,US,United States,1980,44535197,45947035,20794975,21558480,33.5,34.6,15.7,16.2
0,US,United States,1990,39343718,47642763,39571702,32310253,24.8,30,24.9,20.3
0,US,United States,2000,35715625,52168981,49864428,44462605,19.6,28.6,27.4,24.4
0,US,United States,2008-12,29179819,57706852,59244324,58205022,14.28031114,28.24115535,28.99357875,28.48495476
0,US,United States,2018-22,24599698,59741825,64508122,77751347,10.855953360000001,26.36432633,28.46771386,34.31200645
1000,AL,Alabama,1970,1062306,468269,136287,141936,58.7,25.9,7.5,7.8
1000,AL,Alabama,1980,964840,704207,278205,270063,43.5,31.8,12.5,12.2
1000,AL,Alabama,1990,843638,749591,553512,399228,33.1,29.4,21.7,15.7
1000,AL,Alabama,2000,714081,877216,746495,549608,24.7,30.4,25.9,19
1000,AL,Alabama,2008-12,551030,991406,918987,705001,17.40228093,31.30995723,29.02286617,22.26489567
1000,AL,Alabama,2018-22,421180,1041725,1032770,932845,12.28460094,30.38410159,30.12291018,27.20838729
1001,AL,Autauga County,1970,6611,3757,933,767,54.8,31.1,7.7,6.4
1001,AL,Autauga County,1980,7074,6145,2104,2117,40.6,35.2,12.1,12.1
1001,AL,Autauga County,1990,6252,6671,4912,3026,30,32,23.5,14.5
1001,AL,Autauga County,2000,5872,9332,7413,4972,21.3,33.8,26.9,18
1001,AL,Autauga County,2008-12,5232,11874,10409,7629,14.88732074,33.78670612,29.6181425,21.70783064
1001,AL,Autauga County,2018-22,3857,12517,11935,11879,9.597392256,31.14611327,29.69791978,29.5585747
1003,AL,Baldwin County,1970,18726,8426,2334,2038,59.4,26.7,7.4,6.5
1003,AL,Baldwin County,1980,18125,15380,6602,5498,39.7,33.7,14.5,12.1
1003,AL,Baldwin County,1990,17309,20544,15900,10870,26.8,31.8,24.6,16.8
1003,AL,Baldwin County,2000,17258,28428,28178,22146,18,29.6,29.3,23.1
1003,AL,Baldwin County,2008-12,14792,36675,40497,35307,11.62244345,28.81646251,31.81950326,27.74159078
1003,AL,Baldwin County,2018-22,14031,46391,52215,54385,8.400689729,27.77538288,31.26234867,32.56157871
1005,AL,Barbour County,1970,8120,2242,581,861,68.8,19,4.9,7.3
1005,AL,Barbour County,1980,7759,3671,1362,1300,55.1,26.1,9.7,9.2
1005,AL,Barbour County,1990,6965,4258,2622,1857,44.4,27.1,16.7,11.8
1005,AL,Barbour County,2000,6679,6124,4025,2068,35.3,32.4,21.3,10.9
1005,AL,Barbour County,2008-12,5013,6320,4892,2757,26.4092298,33.29470024,25.7717838,14.52428617
1005,AL,Barbour County,2018-22,4155,6507,4913,2100,23.50777935,36.81471004,27.79632249,11.88118812
1007,AL,Bibb County,1970,5272,1402,238,302,73.1,19.4,3.3,4.2
1007,AL,Bibb County,1980,5254,2611,536,433,59.5,29.6,6.1,4.9
1007,AL,Bibb County,1990,4850,3407,1332,476,48.2,33.8,13.2,4.7
1007,AL,Bibb County,2000,4984,4838,2756,962,36.8,35.7,20.4,7.1
1007,AL,Bibb County,2008-12,3702,6457,3963,1396,23.85616703,41.60974352,25.5380848,8.99600464
1007,AL,Bibb County,2018-22,3366,6510,4310,1739,21.13657771,40.87912088,27.06436421,10.91993721
1009,AL,Blount County,1970,10677,3440,626,404,70.5,22.7,4.1,2.7
1009,AL,Blount County,1980,11666,7011,1819,1144,53.9,32.4,8.4,5.3
1009,AL,Blount County,1990,9960,8763,4745,1773,39.5,34.7,18.8,7
1009,AL,Blount County,2000,9960,12136,8371,3235,29.6,36,24.8,9.6
1009,AL,Blount County,2008-12,9419,13994,10498,4792,24.33661473,36.15740382,27.12451231,12.38146914
1009,AL,Blount County,2018-22,7447,14414,12939,6017,18.24484896,35.31371732,31.70002695,14.74140677
1011,AL,Bullock County,1970,4245,958,305,314,72.9,16.5,5.2,5.4
1011,AL,Bullock County,1980,3473,1324,574,516,59,22.5,9.8,8.8
1011,AL,Bullock County,1990,3428,1669,954,676,51,24.8,14.2,10
1011,AL,Bullock County,2000,2992,2667,1325,586,39.5,35.2,17.5,7.7
1011,AL,Bullock County,2008-12,2249,2729,1697,900,29.68976898,36.02640264,22.40264026,11.88118812
1011,AL,Bullock County,2018-22,1905,2957,1623,671,26.62101733,41.32196758,22.68026831,9.376746786
1013,AL,Butler County,1970,8353,2459,499,541,70.5,20.7,4.2,4.6
1013,AL,Butler County,1980,6929,3635,1016,1029,55,28.8,8.1,8.2
1013,AL,Butler County,1990,6374,3927,2106,1083,47.2,29.1,15.6,8
1013,AL,Butler County,2000,4439,4749,3146,1433,32.2,34.5,22.9,10.4
1013,AL,Butler County,2008-12,3341,5463,3465,1812,23.72700802,38.79696044,24.6076273,12.86840423
1013,AL,Butler County,2018-22,1646,6364,3525,1731,12.40765868,47.97225991,26.57168702,13.04839439
1015,AL,Calhoun County,1970,30535,13804,3823,3921,58.6,26.5,7.3,7.5
1015,AL,Calhoun County,1980,28268,21411,8449,7213,43.3,32.8,12.9,11
1015,AL,Calhoun County,1990,23633,21711,16835,10266,32.6,30,23.2,14.2
1015,AL,Calhoun County,2000,19318,23856,19576,11265,26.1,32.2,26.4,15.2
1015,AL,Calhoun County,2008-12,16603,26224,22932,12544,21.20352988,33.49041544,29.28623424,16.01982044
1015,AL,Calhoun County,2018-22,11783,27278,24752,15118,14.92822845,34.55929863,31.35903511,19.15343781
1017,AL,Chambers County,1970,13616,4816,927,847,67.4,23.8,4.6,4.2
1017,AL,Chambers County,1980,12616,6544,2238,1710,54.6,28.3,9.7,7.4
1017,AL,Chambers County,1990,10833,6749,3998,2101,45.7,28.5,16.9,8.9
1017,AL,Chambers County,2000,8778,7863,5517,2339,35.8,32.1,22.5,9.5
1017,AL,Chambers County,2008-12,6194,8277,6546,2604,26.22242919,35.04085348,27.71262859,11.02408873
1017,AL,Chambers County,2018-22,4087,9763,7710,3146,16.54254027,39.51671659,31.20699425,12.73374889
1019,AL,Cherokee County,1970,6126,1878,440,329,69.8,21.4,5,3.8
1019,AL,Cherokee County,1980,6372,3158,985,712,56.8,28.1,8.8,6.3
1019,AL,Cherokee County,1990,6030,4092,1966,866,46.5,31.6,15.2,6.7
1019,AL,Cherokee County,2000,6138,5865,3186,1636,36.5,34.9,18.9,9.7
1019,AL,Cherokee County,2008-12,4241,6206,5627,2429,22.92060747,33.54050694,30.41128466,13.12760093
1019,AL,Cherokee County,2018-22,3348,6678,5794,2703,18.07482589,36.0524753,31.28003023,14.59266857
1021,AL,Chilton County,1970,10285,2805,538,415,73.2,20,3.8,3
1021,AL,Chilton County,1980,9678,5578,1518,1158,54,31.1,8.5,6.5
1021,AL,Chilton County,1990,9023,6770,3438,1550,43.4,32.6,16.5,7.5
1021,AL,Chilton County,2000,8757,9264,5307,2574,33.8,35.8,20.5,9.9
1021,AL,Chilton County,2008-12,7023,11356,6958,3608,24.2632579,39.23302816,24.03869407,12.46501987
1021,AL,Chilton County,2018-22,5460,12737,8135,4277,17.83789082,41.6119442,26.57715051,13.97301447
1023,AL,Choctaw County,1970,5720,1922,378,362,68.2,22.9,4.5,4.3
1023,AL,Choctaw County,1980,5095,2695,777,640,55.3,29.3,8.4,7
1023,AL,Choctaw County,1990,4482,3070,1418,836,45.7,31.3,14.5,8.5
1023,AL,Choctaw County,2000,3704,3670,2182,1013,35,34.7,20.6,9.6
1023,AL,Choctaw County,2008-12,2488,3683,2298,1148,25.8708537,38.29676614,23.89518561,11.93719455
1023,AL,Choctaw County,2018-22,1594,3460,2817,1181,17.6093681,38.223597,31.12019443,13.04684048
1025,AL,Clarke County,1970,8459,3485,800,738,62.7,25.8,5.9,5.5
1025,AL,Clarke County,1980,7627,4596,1510,1344,50.6,30.5,10,8.9
1025,AL,Clarke County,1990,6471,5445,2614,1755,39.7,33.4,16.1,10.8
1025,AL,Clarke County,2000,5165,6667,3733,2137,29.2,37.7,21.1,12.1
1025,AL,Clarke County,2008-12,3716,7122,4190,2186,21.58708028,41.3733008,24.34065296,12.69896596
1025,AL,Clarke County,2018-22,2980,6569,4261,2205,18.60755542,41.01779582,26.60630659,13.76834218
1027,AL,Clay County,1970,4784,1719,345,311,66.8,24,4.8,4.3
1027,AL,Clay County,1980,4301,2583,690,479,53.4,32.1,8.6,5.9
1027,AL,Clay County,1990,3999,2692,1340,628,46.2,31.1,15.5,7.3
1027,AL,Clay County,2000,3322,3690,1992,763,34,37.8,20.4,7.8
1027,AL,Clay County,2008-12,2499,3696,2622,856,25.83479789,38.20944898,27.10637858,8.849374548
1027,AL,Clay County,2018-22,1675,3761,3334,1283,16.66169303,37.4117179,33.16422958,12.76235949
1029,AL,Cleburne County,1970,4431,1198,272,162,73.1,19.8,4.5,2.7
1029,AL,Cleburne County,1980,4578,2031,385,431,61.7,27.4,5.2,5.8
1029,AL,Cleburne County,1990,4068,2394,1110,529,50.2,29.6,13.7,6.5
1029,AL,Cleburne County,2000,3536,3417,1701,879,37.1,35.8,17.8,9.2
1029,AL,Cleburne County,2008-12,2622,3871,2716,964,25.77410793,38.05170549,26.69812248,9.476064091
1029,AL,Cleburne County,2018-22,1855,4145,2877,1753,17.45061148,38.99341486,27.06491063,16.49106303
1031,AL,Coffee County,1970,10790,4861,1332,1040,59.9,27,7.4,5.8
1031,AL,Coffee County,1980,9836,6696,3378,2766,43.4,29.5,14.9,12.2
1031,AL,Coffee County,1990,8522,6824,6354,4274,32.8,26.3,24.5,16.5
1031,AL,Coffee County,2000,7755,7571,7985,5574,26.8,26.2,27.6,19.3
1031,AL,Coffee County,2008-12,6092,9877,9897,7543,18.23460744,29.56388997,29.62375408,22.57774851
1031,AL,Coffee County,2018-22,4891,10581,13185,7899,13.37947259,28.94463289,36.06795054,21.60794398
1033,AL,Colbert County,1970,15050,7986,2151,1554,56.3,29.9,8,5.8
1033,AL,Colbert County,1980,14231,11210,3756,3034,44.2,34.8,11.7,9.4
1033,AL,Colbert County,1990,11952,11110,7293,3956,34.8,32.4,21.3,11.5
1033,AL,Colbert County,2000,9972,12665,9474,5273,26.7,33.9,25.3,14.1
1033,AL,Colbert County,2008-12,6289,13254,11550,6843,16.57792071,34.93778996,30.44601434,18.03827499
1033,AL,Colbert County,2018-22,5561,14960,12946,7368,13.61821966,36.63523938,31.70319579,18.04334517
1035,AL,Conecuh County,1970,5889,1709,332,342,71.2,20.7,4,4.1
1035,AL,Conecuh County,1980,5197,2569,714,556,57.5,28.4,7.9,6.2
1035,AL,Conecuh County,1990,4242,2927,1219,574,47.3,32.7,13.6,6.4
1035,AL,Conecuh County,2000,2984,3518,1877,851,32.3,38.1,20.3,9.2
1035,AL,Conecuh County,2008-12,2164,3681,2216,869,24.23292273,41.2206047,24.81522956,9.731243001
1035,AL,Conecuh County,2018-22,886,4046,2334,1116,10.57026963,48.2701026,27.84538296,13.31424481
1037,AL,Coosa County,1970,3983,1260,269,196,69.8,22.1,4.7,3.4
1037,AL,Coosa County,1980,3780,2100,529,237,56.9,31.6,8,3.6
1037,AL,Coosa County,1990,3315,2403,1010,456,46.1,33.4,14.1,6.3
1037,AL,Coosa County,2000,2831,3164,1597,663,34.3,38.3,19.3,8
1037,AL,Coosa County,2008-12,1974,3576,1816,787,24.21194652,43.8611554,22.27400957,9.652888507
1037,AL,Coosa County,2018-22,1329,3334,2530,856,16.51136787,41.42129457,31.43247608,10.63486147
1039,AL,Covington County,1970,13470,4333,1014,918,68.3,22,5.1,4.7
1039,AL,Covington County,1980,12771,6401,2108,1636,55.7,27.9,9.2,7.1
1039,AL,Covington County,1990,10288,6962,4642,2198,42.7,28.9,19.3,9.1
1039,AL,Covington County,2000,8115,8473,5975,3142,31.6,33,23.2,12.2
1039,AL,Covington County,2008-12,5936,8949,7718,3607,22.64784433,34.1434567,29.44677604,13.76192293
1039,AL,Covington County,2018-22,3767,9593,8774,4313,14.2435815,36.27254509,33.17578553,16.30808787
1041,AL,Crenshaw County,1970,5595,1295,385,296,73.9,17.1,5.1,3.9
1041,AL,Crenshaw County,1980,5285,2062,549,576,62.4,24.3,6.5,6.8
1041,AL,Crenshaw County,1990,4286,2444,1327,740,48.7,27.8,15.1,8.4
1041,AL,Crenshaw County,2000,3700,2689,1840,1039,39.9,29,19.9,11.2
1041,AL,Crenshaw County,2008-12,2245,3691,2496,1045,23.6889311,38.94692413,26.33744856,11.02669621
1041,AL,Crenshaw County,2018-22,1640,3885,2050,1573,17.92741583,42.46829908,22.40926979,17.1950153
1043,AL,Cullman County,1970,20137,6244,1405,1113,69.7,21.6,4.9,3.9
1043,AL,Cullman County,1980,19635,11353,3122,2671,53.4,30.9,8.5,7.3
1043,AL,Cullman County,1990,18093,13529,8882,3405,41.2,30.8,20.2,7.8
1043,AL,Cullman County,2000,15322,16584,13719,6162,29.6,32,26.5,11.9
1043,AL,Cullman County,2008-12,11642,17913,17584,7780,21.19849233,32.61712704,32.01806297,14.16631767
1043,AL,Cullman County,2018-22,9466,19297,21501,11256,15.38686606,31.36703511,34.94960988,18.29648895
1045,AL,Dale County,1970,9412,7274,2511,1895,44.6,34.5,11.9,9
1045,AL,Dale County,1980,8736,8575,4681,2898,35.1,34.5,18.8,11.6
1045,AL,Dale County,1990,7536,8199,9575,3948,25.8,28,32.7,13.5
1045,AL,Dale County,2000,6976,9159,10857,4398,22.2,29.2,34.6,14
1045,AL,Dale County,2008-12,5218,10094,11915,5793,15.80254391,30.56935191,36.0841914,17.54391278
1045,AL,Dale County,2018-22,4830,10554,11848,6455,14.33787514,31.32959302,35.17083742,19.16169442
1047,AL,Dallas County,1970,15421,6357,2219,2329,58.6,24.1,8.4,8.8
1047,AL,Dallas County,1980,13407,8590,3575,3265,46.5,29.8,12.4,11.3
1047,AL,Dallas County,1990,11488,8010,5448,3474,40.4,28.2,19.2,12.2
1047,AL,Dallas County,2000,8524,9646,6568,4004,29.7,33.6,22.9,13.9
1047,AL,Dallas County,2008-12,6884,9841,7461,3723,24.66587839,35.26102691,26.73331183,13.33978287
1047,AL,Dallas County,2018-22,3817,10304,7785,4078,14.68980911,39.65517241,29.96074507,15.6942734
1049,AL,DeKalb County,1970,17375,4853,861,884,72.5,20.2,3.6,3.7
1049,AL,DeKalb County,1980,18316,8936,2888,1808,57.3,28,9,5.7
1049,AL,DeKalb County,1990,16665,10770,5529,2520,47,30.4,15.6,7.1
1049,AL,DeKalb County,2000,15469,14549,9194,3528,36.2,34,21.5,8.3
1049,AL,DeKalb County,2008-12,13811,16669,11738,4623,29.48485301,35.5863453,25.05924297,9.86955872
1049,AL,DeKalb County,2018-22,10777,15375,15387,6846,22.27343185,31.77637698,31.80117805,14.14901312
1051,AL,Elmore County,1970,11066,4755,1063,967,62,26.6,6,5.4
1051,AL,Elmore County,1980,10585,9169,2722,2567,42.3,36.6,10.9,10.3
1051,AL,Elmore County,1990,10518,10188,6695,4031,33.5,32.4,21.3,12.8
1051,AL,Elmore County,2000,9679,14576,11749,7173,22.4,33.8,27.2,16.6
1051,AL,Elmore County,2008-12,7329,18197,16358,11206,13.80485967,34.27575815,30.81182897,21.10755321
1051,AL,Elmore County,2018-22,6992,20640,18665,14749,11.4536579,33.81056908,30.57530387,24.16046915
1053,AL,Escambia County,1970,12205,4721,836,886,65.4,25.3,4.5,4.8
1053,AL,Escambia County,1980,10842,7230,2365,1586,49.2,32.8,10.7,7.2
1053,AL,Escambia County,1990,9037,7841,3942,1707,40.1,34.8,17.5,7.6
1053,AL,Escambia County,2000,8030,8860,5927,2693,31.5,34.7,23.2,10.6
1053,AL,Escambia County,2008-12,6508,9156,7369,3197,24.81128479,34.9065955,28.09378574,12.18833397
1053,AL,Escambia County,2018-22,4515,11293,6456,3197,17.73300342,44.35411021,25.35642748,12.5564589
1055,AL,Etowah County,1970,31249,14834,3927,2765,59.2,28.1,7.4,5.2
1055,AL,Etowah County,1980,27842,20344,8053,5491,45.1,33,13,8.9
1055,AL,Etowah County,1990,23588,20194,15201,6689,35.9,30.7,23.1,10.2
1055,AL,Etowah County,2000,18115,22531,19811,9372,25.9,32.3,28.4,13.4
1055,AL,Etowah County,2008-12,13038,23262,24253,10830,18.26485298,32.58759088,33.97587661,15.17167953
1055,AL,Etowah County,2018-22,10094,24304,25432,12885,13.88159252,33.42364024,34.97490201,17.71986523
1057,AL,Fayette County,1970,6552,2043,438,360,69.8,21.8,4.7,3.8
1057,AL,Fayette County,1980,6340,3322,756,820,56.4,29.6,6.7,7.3
1057,AL,Fayette County,1990,5060,3700,1917,995,43.4,31.7,16.4,8.5
1057,AL,Fayette County,2000,4265,4404,2753,1157,33.9,35,21.9,9.2
1057,AL,Fayette County,2008-12,2916,4690,3047,1393,24.20720571,38.934086,25.29470364,11.56400465
1057,AL,Fayette County,2018-22,1858,4551,3533,1486,16.25831292,39.82324116,30.91529576,13.00315016
1059,AL,Franklin County,1970,9158,3413,558,467,67.4,25.1,4.1,3.4
1059,AL,Franklin County,1980,9431,5062,1651,1029,54.9,29.5,9.6,6
1059,AL,Franklin County,1990,8212,5640,3171,1269,44.9,30.8,17.3,6.9
1059,AL,Franklin County,2000,7904,6363,4572,2021,37.9,30.5,21.9,9.7
1059,AL,Franklin County,2008-12,5671,7119,5704,2560,26.93549919,33.81305215,27.092239,12.15920965
1059,AL,Franklin County,2018-22,4249,8571,5365,3166,19.90070723,40.14331881,25.12762868,14.82834528
1061,AL,Geneva County,1970,8446,2921,486,554,68.1,23.5,3.9,4.5
1061,AL,Geneva County,1980,7816,4500,1296,861,54,31.1,9,5.9
1061,AL,Geneva County,1990,6896,4924,2597,1058,44.6,31.8,16.8,6.8
1061,AL,Geneva County,2000,6046,5626,4390,1526,34.4,32,25,8.7
1061,AL,Geneva County,2008-12,4631,6956,5113,2037,24.71580296,37.12440626,27.28825319,10.8715376
1061,AL,Geneva County,2018-22,3151,6960,6230,2641,16.59993678,36.66631546,32.82056685,13.91318091
1063,AL,Greene County,1970,3879,753,328,342,73.2,14.2,6.2,6.5
1063,AL,Greene County,1980,3488,1281,478,558,60.1,22.1,8.2,9.6
1063,AL,Greene County,1990,2734,1727,838,618,46.2,29.2,14.2,10.4
1063,AL,Greene County,2000,2182,2165,1205,652,35.2,34.9,19.4,10.5
1063,AL,Greene County,2008-12,1457,2349,1466,694,24.4217231,39.37311431,24.57257794,11.63258465
1063,AL,Greene County,2018-22,987,2023,1528,911,18.11341531,37.12607818,28.04184254,16.71866398
1065,AL,Hale County,1970,5803,1322,309,391,74.2,16.9,3.9,5
1065,AL,Hale County,1980,5207,2007,646,564,61.8,23.8,7.7,6.7
1065,AL,Hale County,1990,4218,2862,1342,822,45.6,31,14.5,8.9
1065,AL,Hale County,2000,3683,3803,2247,858,34.8,35.9,21.2,8.1
1065,AL,Hale County,2008-12,2809,3928,2499,1227,26.84698461,37.54181401,23.88416324,11.72703813
1065,AL,Hale County,2018-22,1939,3768,2639,1634,19.42885772,37.75551102,26.44288577,16.37274549
1067,AL,Henry County,1970,5087,1456,353,349,70.2,20.1,4.9,4.8
1067,AL,Henry County,1980,5051,2379,804,779,56,26.4,8.9,8.6
1067,AL,Henry County,1990,4121,2871,2123,817,41.5,28.9,21.4,8.2
1067,AL,Henry County,2000,3654,3192,2576,1545,33.3,29.1,23.5,14.1
1067,AL,Henry County,2008-12,2532,4369,3277,1903,20.95852992,36.16422482,27.12523798,15.75200728
1067,AL,Henry County,2018-22,2320,4121,3487,2633,18.46986705,32.80789746,27.76052862,20.96170687
1069,AL,Houston County,1970,17385,8637,2189,2133,57.3,28.5,7.2,7
1069,AL,Houston County,1980,17844,13980,5521,5435,41.7,32.7,12.9,12.7
1069,AL,Houston County,1990,16226,15026,12206,7696,31.7,29.4,23.9,15
1069,AL,Houston County,2000,13771,17809,16274,10817,23.5,30.4,27.7,18.4
1069,AL,Houston County,2008-12,11414,23426,20239,13136,16.73239024,34.34142051,29.66942755,19.25676171
1069,AL,Houston County,2018-22,9164,23675,24535,16619,12.38495533,31.99626992,33.15854202,22.46023272
1071,AL,Jackson County,1970,15217,4476,877,716,71.5,21,4.1,3.4
1071,AL,Jackson County,1980,15423,9042,3094,1996,52.2,30.6,10.5,6.8
1071,AL,Jackson County,1990,12932,9876,5568,2471,41.9,32,18.1,8
1071,AL,Jackson County,2000,12006,12707,7924,3798,33,34.9,21.7,10.4
1071,AL,Jackson County,2008-12,9316,13553,9403,4914,25.05243909,36.44651213,25.28639811,13.21465067
1071,AL,Jackson County,2018-22,6795,14144,10761,6123,17.96525923,37.3952357,28.45094255,16.18856251
1073,AL,Jefferson County,1970,186882,101656,32182,33827,52.7,28.7,9.1,9.5
1073,AL,Jefferson County,1980,141531,132921,63342,63229,35.3,33.1,15.8,15.8
1073,AL,Jefferson County,1990,111325,120393,109272,84718,26.2,28.3,25.7,19.9
1073,AL,Jefferson County,2000,82950,121233,123142,106833,19.1,27.9,28.4,24.6
1073,AL,Jefferson County,2008-12,56047,120355,134419,128710,12.75154653,27.38259645,30.58237075,29.28348626
1073,AL,Jefferson County,2018-22,40868,119359,134411,162672,8.936607553,26.10023835,29.39165992,35.57149417
1075,AL,Lamar County,1970,6105,1522,350,284,73.9,18.4,4.2,3.4
1075,AL,Lamar County,1980,5583,2988,640,580,57,30.5,6.5,5.9
1075,AL,Lamar County,1990,4802,3441,1321,631,47.1,33.8,13,6.2
1075,AL,Lamar County,2000,3759,4036,2125,838,34.9,37.5,19.8,7.8
1075,AL,Lamar County,2008-12,2427,4010,2751,1038,23.73362018,39.21376882,26.90201447,10.15059652
1075,AL,Lamar County,2018-22,1774,4043,3064,1013,17.93005862,40.86314938,30.96826359,10.2385284
1077,AL,Lauderdale County,1970,20423,10109,2924,3016,56,27.7,8,8.3
1077,AL,Lauderdale County,1980,19666,15561,5109,6044,42.4,33.6,11,13
1077,AL,Lauderdale County,1990,16520,16585,9881,8450,32.1,32.2,19.2,16.4
1077,AL,Lauderdale County,2000,13915,20105,13993,10881,23.6,34.1,23.8,18.5
1077,AL,Lauderdale County,2008-12,10497,21061,17406,13704,16.75017553,33.60726368,27.77494096,21.86761984
1077,AL,Lauderdale County,2018-22,7239,22507,18144,16674,11.2121306,34.85998389,28.10234806,25.82553745
1079,AL,Lawrence County,1970,9757,3115,485,328,71.3,22.8,3.5,2.4
1079,AL,Lawrence County,1980,9514,5396,1101,665,57.1,32.4,6.6,4
1079,AL,Lawrence County,1990,8663,7293,2331,1211,44.4,37.4,12,6.2
1079,AL,Lawrence County,2000,7872,9029,4270,1723,34.4,39.4,18.7,7.5
1079,AL,Lawrence County,2008-12,5132,9166,5953,3023,22.05035662,39.38300249,25.57789808,12.9887428
1079,AL,Lawrence County,2018-22,4070,9660,6043,3705,17.3353778,41.14490161,25.73898969,15.7807309
1081,AL,Lee County,1970,13597,5933,2498,4386,51.5,22.5,9.5,16.6
1081,AL,Lee County,1980,13621,9860,4712,7777,37.9,27.4,13.1,21.6
1081,AL,Lee County,1990,12179,11714,10091,11500,26.8,25.8,22.2,25.3
1081,AL,Lee County,2000,11557,16576,16686,17351,18.6,26.7,26.8,27.9
1081,AL,Lee County,2008-12,11229,21979,22042,25136,13.9688503,27.34182569,27.42019755,31.26912646
1081,AL,Lee County,2018-22,8875,23274,31927,43008,8.287886145,21.7343394,29.81491166,40.1628628
1083,AL,Limestone County,1970,13226,5239,1411,1309,62.4,24.7,6.7,6.2
1083,AL,Limestone County,1980,12837,8272,2648,2277,49.3,31.8,10.2,8.7
1083,AL,Limestone County,1990,12856,10620,6585,4811,36.9,30.5,18.9,13.8
1083,AL,Limestone County,2000,11081,14102,10924,7349,25.5,32.5,25.1,16.9
1083,AL,Limestone County,2008-12,10757,17625,16017,12414,18.93404679,31.02282928,28.19249116,21.85063278
1083,AL,Limestone County,2018-22,9260,20320,21910,21577,12.67329985,27.81009211,29.98617707,29.53043097
1085,AL,Lowndes County,1970,4077,919,272,275,73.6,16.6,4.9,5
1085,AL,Lowndes County,1980,3629,1722,531,430,57.5,27.3,8.4,6.8
1085,AL,Lowndes County,1990,3007,2199,1170,566,43.3,31.7,16.9,8.2
1085,AL,Lowndes County,2000,2925,2731,1626,901,35.7,33.4,19.9,11
1085,AL,Lowndes County,2008-12,1769,2891,1717,1052,23.81208776,38.91506259,23.11212815,14.1607215
1085,AL,Lowndes County,2018-22,1173,2925,1789,1148,16.67377399,41.57782516,25.42999289,16.31840796
1087,AL,Macon County,1970,7510,1937,1045,1810,61,15.7,8.5,14.7
1087,AL,Macon County,1980,6380,3172,1871,2526,45.7,22.7,13.4,18.1
1087,AL,Macon County,1990,5236,3195,2852,2476,38.1,23.2,20.7,18
1087,AL,Macon County,2000,4188,3486,3664,2617,30,25,26.3,18.8
1087,AL,Macon County,2008-12,2640,3758,4005,2512,20.44134727,29.09794812,31.01045296,19.45025165
1087,AL,Macon County,2018-22,2053,3763,3622,2442,17.28114478,31.67508418,30.48821549,20.55555556
1089,AL,Madison County,1970,34090,28255,12537,17289,37,30.7,13.6,18.8
1089,AL,Madison County,1980,32899,34718,18930,23506,29.9,31.5,17.2,21.4
1089,AL,Madison County,1990,30211,35243,41361,46049,19.8,23.1,27.1,30.1
1089,AL,Madison County,2000,26308,39591,52676,61814,14.6,21.9,29.2,34.3
1089,AL,Madison County,2008-12,23316,48511,65908,83642,10.53225945,21.91329723,29.77183718,37.78260614
1089,AL,Madison County,2018-22,20784,50873,75132,120516,7.775387666,19.03181759,28.10721835,45.0855764
1091,AL,Marengo County,1970,7786,2557,757,761,65.6,21.6,6.4,6.4
1091,AL,Marengo County,1980,7127,4241,1181,1207,51.8,30.8,8.6,8.8
1091,AL,Marengo County,1990,5425,4840,2173,1612,38.6,34.4,15.5,11.5
1091,AL,Marengo County,2000,4020,5351,3223,1732,28.1,37.4,22.5,12.1
1091,AL,Marengo County,2008-12,2386,5311,3882,2482,16.96892113,37.77114003,27.60827822,17.65166062
1091,AL,Marengo County,2018-22,1416,4633,4094,2854,10.89482188,35.6466877,31.49957683,21.9589136
1093,AL,Marion County,1970,9771,2937,448,484,71.6,21.5,3.3,3.5
1093,AL,Marion County,1980,10347,5194,1298,1085,57.7,29,7.2,6.1
1093,AL,Marion County,1990,9728,5584,2852,1301,50,28.7,14.7,6.7
1093,AL,Marion County,2000,7962,7107,4823,1719,36.8,32.9,22.3,8
1093,AL,Marion County,2008-12,6140,7605,6058,1887,28.30797603,35.06224066,27.92992162,8.699861687
1093,AL,Marion County,2018-22,4028,7376,6922,2459,19.37936012,35.48713014,33.30286264,11.8306471
1095,AL,Marshall County,1970,19838,6898,1791,1573,65.9,22.9,6,5.2
1095,AL,Marshall County,1980,19513,11947,4260,3377,49.9,30.6,10.9,8.6
1095,AL,Marshall County,1990,17985,13615,9719,5359,38.5,29.2,20.8,11.5
1095,AL,Marshall County,2000,16845,16758,13719,7639,30.6,30.5,25,13.9
1095,AL,Marshall County,2008-12,15665,19643,16821,9448,25.43969339,31.89989769,27.31701772,15.3433912
1095,AL,Marshall County,2018-22,10161,20737,20174,13923,15.63351027,31.90553119,31.03931072,21.42164782
1097,AL,Mobile County,1970,92179,43792,12675,12072,57.4,27.2,7.9,7.5
1097,AL,Mobile County,1980,77046,69871,29075,24926,38.3,34.8,14.5,12.4
1097,AL,Mobile County,1990,69340,75114,51722,36078,29.9,32.3,22.3,15.5
1097,AL,Mobile County,2000,58223,79822,65452,46625,23.3,31.9,26.2,18.6
1097,AL,Mobile County,2008-12,43800,89666,79929,54313,16.36110987,33.4939561,29.85678426,20.28814978
1097,AL,Mobile County,2018-22,33210,95565,83342,67751,11.8663084,34.14645476,29.77903869,24.20819815
