State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
13,265,GA,Taliaferro County,413,312,513,22.8,17.2,28.4,131,95,168,32.6,23.6,41.6,91,62,120,30.8,21.1,40.6,"23,772","22,264","25,382",,,,,,
13,267,GA,Tattnall County,"4,283","3,237","5,329",22,16.6,27.4,"1,491","1,091","1,891",28.1,20.5,35.6,"1,004",695,"1,313",28.2,19.5,36.8,"28,105","26,301","30,033",,,,,,
13,269,GA,Taylor County,"1,795","1,375","2,214",20.8,16,25.7,677,497,857,29.3,21.5,37.1,463,322,604,28.1,19.6,36.7,"26,824","25,173","28,584",,,,,,
13,271,GA,Telfair County,"2,499","1,882","3,115",24.8,18.7,30.9,767,562,972,29.2,21.4,36.9,492,341,643,28.5,19.8,37.2,"25,409","23,770","27,162",,,,,,
13,273,GA,Terrell County,"2,443","1,856","3,030",23.5,17.9,29.1,986,718,"1,253",33.5,24.4,42.5,632,436,828,30.2,20.9,39.6,"27,175","25,481","28,982",,,,,,
13,275,GA,Thomas County,"7,611","5,831","9,391",17.4,13.4,21.5,"2,794","2,059","3,528",25.1,18.5,31.7,"1,794","1,252","2,336",22.4,15.7,29.2,"31,702","29,760","33,770",,,,,,
13,277,GA,Tift County,"7,316","5,603","9,029",18.5,14.1,22.8,"2,918","2,148","3,688",26.7,19.7,33.7,"1,914","1,334","2,494",25,17.4,32.6,"32,134","30,149","34,249",,,,,,
13,279,GA,Toombs County,"5,712","4,370","7,055",21.2,16.2,26.2,"2,350","1,726","2,973",31.3,23,39.6,"1,532","1,066","1,998",29.3,20.4,38.2,"27,725","26,014","29,549",,,,,,
13,281,GA,Towns County,"1,179",898,"1,461",11.9,9.1,14.8,317,230,404,18.8,13.7,24,218,150,286,17.8,12.2,23.3,"34,767","32,619","37,056",,,,,,
13,283,GA,Treutlen County,"1,451","1,103","1,799",22.7,17.2,28.1,509,370,648,30.8,22.4,39.2,343,236,450,28.5,19.6,37.3,"25,503","23,905","27,208",,,,,,
13,285,GA,Troup County,"9,548","7,315","11,781",15.8,12.1,19.5,"3,789","2,791","4,787",22.9,16.8,28.9,"2,409","1,679","3,139",20.5,14.3,26.7,"36,438","34,224","38,795",,,,,,
13,287,GA,Turner County,"2,164","1,650","2,678",23.1,17.6,28.6,898,657,"1,138",33.5,24.5,42.5,598,414,782,31.2,21.6,40.8,"26,081","24,451","27,820",,,,,,
13,289,GA,Twiggs County,"1,807","1,377","2,237",17.7,13.5,21.9,648,474,821,25.8,18.9,32.7,444,307,581,23.6,16.3,30.9,"31,782","29,824","33,870",,,,,,
13,291,GA,Union County,"2,476","1,891","3,062",12.7,9.7,15.8,730,533,928,19.6,14.3,24.9,486,336,636,17.5,12.1,22.9,"34,903","32,746","37,201",,,,,,
13,293,GA,Upson County,"4,662","3,603","5,720",17.1,13.2,21,"1,720","1,276","2,165",25.4,18.9,32,"1,136",799,"1,473",22.7,16,29.4,"30,946","29,042","32,974",,,,,,
13,295,GA,Walker County,"8,776","6,782","10,771",14,10.8,17.2,"3,170","2,351","3,989",21.4,15.8,26.9,"1,928","1,356","2,500",17.6,12.4,22.8,"34,234","32,165","36,436",,,,,,
13,297,GA,Walton County,"8,388","6,452","10,324",11.2,8.6,13.8,"3,197","2,366","4,028",16,11.8,20.1,"2,088","1,464","2,712",14.5,10.2,18.8,"49,756","46,680","53,034",,,,,,
13,299,GA,Ware County,"6,531","5,058","8,004",19.5,15.1,24,"2,530","1,878","3,181",29.3,21.8,36.9,"1,709","1,205","2,213",28.2,19.9,36.5,"29,413","27,649","31,289",,,,,,
13,301,GA,Warren County,"1,243",941,"1,544",20.7,15.7,25.7,452,329,576,29.2,21.2,37.1,301,207,395,27.5,18.9,36.1,"28,536","26,773","30,415",,,,,,
13,303,GA,Washington County,"3,860","2,940","4,780",19.6,14.9,24.3,"1,433","1,046","1,820",27.9,20.3,35.4,917,633,"1,201",24.2,16.7,31.6,"31,083","29,181","33,108",,,,,,
13,305,GA,Wayne County,"4,636","3,573","5,700",17.7,13.6,21.7,"1,738","1,288","2,188",24.5,18.2,30.9,"1,225",855,"1,595",24.7,17.2,32.1,"33,566","31,522","35,742",,,,,,
13,307,GA,Webster County,416,316,517,18.1,13.7,22.5,145,104,185,27.1,19.5,34.7,93,63,123,23.2,15.8,30.5,"29,131","27,313","31,071",,,,,,
13,309,GA,Wheeler County,"1,327",978,"1,677",25.6,18.8,32.3,387,283,491,29.3,21.5,37.2,261,181,341,28.3,19.6,37,"24,491","22,850","26,251",,,,,,
13,311,GA,White County,"2,838","2,165","3,511",12,9.1,14.8,973,708,"1,238",18.1,13.2,23.1,645,445,845,16.8,11.5,22,"38,380","36,049","40,862",,,,,,
13,313,GA,Whitfield County,"10,749","8,292","13,205",11.9,9.2,14.6,"4,445","3,273","5,617",16.8,12.4,21.3,"2,811","1,964","3,658",16.2,11.3,21.1,"41,520","39,009","44,192",,,,,,
13,315,GA,Wilcox County,"1,683","1,266","2,101",23.7,17.8,29.5,563,413,714,30.5,22.3,38.6,372,258,486,28.1,19.5,36.7,"27,193","25,451","29,053",,,,,,
13,317,GA,Wilkes County,"1,786","1,364","2,208",17.2,13.2,21.3,606,443,768,25.7,18.8,32.6,400,276,524,23.6,16.3,30.9,"28,386","26,602","30,290",,,,,,
13,319,GA,Wilkinson County,"1,641","1,246","2,036",16.3,12.4,20.2,614,449,780,23.6,17.2,30,399,276,522,21.8,15.1,28.5,"32,561","30,537","34,719",,,,,,
13,321,GA,Worth County,"3,900","2,978","4,822",17.7,13.5,21.9,"1,469","1,078","1,861",25.9,19,32.8,990,685,"1,295",23.3,16.2,30.5,"32,414","30,418","34,541",,,,,,
15,000,HI,Hawaii,"112,437","101,112","123,762",9,8.1,9.9,"32,217","26,712","37,722",10.8,9,12.7,"19,121","14,739","23,503",9.3,7.2,11.5,"51,359","48,942","53,776","11,386","8,229","14,544",12.8,9.3,16.4
15,001,HI,Hawaii County,"17,827","13,728","21,925",10.8,8.3,13.3,"5,467","3,848","7,086",13.1,9.2,17,"3,448","2,231","4,665",11.5,7.5,15.6,"42,043","39,677","44,550",,,,,,
15,003,HI,Honolulu County,"77,687","61,264","94,110",8.8,7,10.7,"21,826","15,822","27,830",10.5,7.6,13.4,"12,695","8,498","16,892",9,6.1,12,"54,714","52,501","57,021",,,,,,
15,005,HI,Kalawao County,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,
15,007,HI,Kauai County,"5,361","4,088","6,634",8.6,6.6,10.7,"1,591","1,120","2,061",10.4,7.3,13.5,991,640,"1,342",9,5.8,12.2,"45,146","42,406","48,062",,,,,,
15,009,HI,Maui County,"11,562","8,909","14,216",8.3,6.4,10.2,"3,333","2,370","4,296",10,7.1,12.9,"1,987","1,298","2,676",8.5,5.5,11.4,"49,065","46,253","52,047",,,,,,
16,000,ID,Idaho,"160,788","147,244","174,332",11.5,10.5,12.4,"56,562","49,918","63,206",15.1,13.4,16.9,"33,487","27,656","39,318",12.8,10.5,15,"40,509","38,855","42,163","20,202","16,937","23,468",19.1,16,22.2
16,001,ID,Ada County,"30,644","23,892","37,396",9.1,7.1,11.1,"10,031","7,430","12,631",11.5,8.5,14.4,"5,961","4,109","7,813",9.7,6.7,12.7,"50,754","48,052","53,608",,,,,,
16,003,ID,Adams County,423,320,526,11.9,9,14.8,118,85,150,17.3,12.5,22.1,74,49,99,14,9.3,18.7,"32,187","30,178","34,330",,,,,,
16,005,ID,Bannock County,"9,950","7,676","12,225",13,10.1,16,"3,549","2,602","4,497",16.6,12.2,21.1,"2,106","1,433","2,779",14.9,10.2,19.7,"38,943","36,673","41,354",,,,,,
16,007,ID,Bear Lake County,661,505,818,10.7,8.2,13.3,242,176,308,14.4,10.5,18.4,144,97,191,11.3,7.6,15,"36,292","34,083","38,644",,,,,,
16,009,ID,Benewah County,"1,153",876,"1,431",12.7,9.6,15.7,379,274,484,17.2,12.4,22,233,156,310,14.8,9.9,19.6,"34,724","32,597","36,989",,,,,,
16,011,ID,Bingham County,"5,767","4,445","7,088",13.2,10.2,16.3,"2,399","1,764","3,035",17.6,12.9,22.2,"1,403",957,"1,849",14.4,9.8,19,"38,966","36,670","41,405",,,,,,
16,013,ID,Blaine County,"1,243",924,"1,562",5.9,4.4,7.4,358,251,466,7.7,5.4,10,213,138,288,6.5,4.2,8.8,"54,131","50,623","57,882",,,,,,
16,015,ID,Boise County,744,564,923,9.9,7.5,12.3,236,168,305,14.3,10.2,18.4,159,105,213,12.6,8.3,16.9,"41,566","39,017","44,282",,,,,,
16,017,ID,Bonner County,"5,273","4,007","6,540",12.9,9.8,16.1,"1,649","1,192","2,107",18.8,13.6,24.1,"1,015",679,"1,351",15.2,10.2,20.3,"35,852","33,668","38,178",,,,,,
16,019,ID,Bonneville County,"10,390","8,015","12,766",11.4,8.8,14,"4,084","3,002","5,166",15.3,11.2,19.3,"2,323","1,584","3,062",12.5,8.5,16.5,"46,709","43,962","49,627",,,,,,
16,021,ID,Boundary County,"1,340","1,018","1,663",12.7,9.7,15.8,471,341,601,17.9,12.9,22.8,298,199,397,15.7,10.5,20.9,"34,019","31,944","36,229",,,,,,
16,023,ID,Butte County,376,284,468,13.4,10.2,16.7,141,100,182,18.6,13.2,23.9,87,57,117,16,10.5,21.4,"34,066","31,960","36,311",,,,,,
16,025,ID,Camas County,76,56,96,7.3,5.4,9.1,19,14,25,9.2,6.5,12,12,8,16,8.1,5.3,11,"37,654","35,297","40,169",,,,,,
16,027,ID,Canyon County,"21,419","16,577","26,260",13.2,10.2,16.2,"8,624","6,351","10,898",18,13.2,22.7,"5,003","3,420","6,586",15.2,10.4,20,"39,433","37,205","41,794",,,,,,
16,029,ID,Caribou County,716,544,888,10.1,7.6,12.5,262,190,334,13.5,9.8,17.2,159,106,212,11.2,7.5,14.9,"42,210","39,600","44,993",,,,,,
16,031,ID,Cassia County,"3,118","2,398","3,839",14.7,11.3,18.1,"1,322",969,"1,676",19.8,14.5,25.1,772,525,"1,019",16.2,11,21.4,"35,023","32,905","37,277",,,,,,
16,033,ID,Clark County,143,108,178,15.1,11.4,18.9,59,42,76,21.1,15.1,27.1,37,25,49,19.2,12.8,25.6,"30,973","28,841","33,264",,,,,,
16,035,ID,Clearwater County,960,735,"1,186",12.4,9.4,15.3,289,210,368,18.5,13.4,23.6,186,124,248,15.9,10.6,21.2,"34,789","32,680","37,036",,,,,,
16,037,ID,Custer County,443,334,553,10.8,8.2,13.5,127,91,164,15.4,11,19.8,80,53,107,12,7.9,16.1,"34,899","32,698","37,248",,,,,,
16,039,ID,Elmore County,"2,917","2,217","3,618",11.8,8.9,14.6,"1,135",814,"1,457",14.3,10.3,18.4,715,474,956,13.6,9,18.2,"37,148","34,849","39,599",,,,,,
16,041,ID,Franklin County,"1,130",864,"1,396",9.1,7,11.3,485,352,617,11.8,8.6,15,292,196,388,9.7,6.5,12.9,"40,910","38,442","43,538",,,,,,
16,043,ID,Fremont County,"1,503","1,134","1,872",12.6,9.5,15.7,623,448,798,17.4,12.5,22.3,377,251,503,15.2,10.1,20.3,"36,101","33,831","38,522",,,,,,
16,045,ID,Gem County,"1,923","1,474","2,373",11.9,9.1,14.7,650,475,824,16.2,11.9,20.6,395,268,522,13.5,9.1,17.9,"36,992","34,761","39,367",,,,,,
16,047,ID,Gooding County,"1,765","1,339","2,191",12.4,9.4,15.3,689,497,880,17.4,12.6,22.3,429,286,572,15.8,10.5,21.1,"34,819","32,656","37,125",,,,,,
16,049,ID,Idaho County,"2,218","1,689","2,746",14.6,11.1,18.1,673,489,858,20.6,15,26.3,413,277,549,16.9,11.3,22.4,"31,511","29,584","33,564",,,,,,
16,051,ID,Jefferson County,"2,265","1,712","2,818",10.5,7.9,13,994,713,"1,274",14.5,10.4,18.6,588,391,785,12,7.9,16,"42,895","40,189","45,784",,,,,,
16,053,ID,Jerome County,"2,586","1,986","3,186",13.2,10.1,16.2,"1,044",764,"1,323",18.2,13.3,23.1,637,432,842,15.7,10.7,20.8,"36,165","33,966","38,508",,,,,,
16,055,ID,Kootenai County,"12,289","9,518","15,060",9.7,7.5,11.9,"4,115","3,037","5,194",13.4,9.9,16.9,"2,392","1,640","3,144",10.6,7.3,13.9,"41,639","39,257","44,165",,,,,,
16,057,ID,Latah County,"4,137","3,163","5,112",13.5,10.3,16.7,841,616,"1,065",13.3,9.8,16.9,434,295,573,10,6.8,13.3,"36,346","34,121","38,716",,,,,,
16,059,ID,Lemhi County,999,755,"1,242",12.6,9.5,15.7,306,219,392,18,12.9,23.1,196,130,262,15,9.9,20.1,"31,153","29,239","33,193",,,,,,
16,061,ID,Lewis County,445,337,553,11.9,9,14.8,147,106,189,17.7,12.7,22.7,89,59,119,14.8,9.8,19.7,"35,987","33,718","38,409",,,,,,
16,063,ID,Lincoln County,470,358,582,10.4,7.9,12.9,194,140,247,14.9,10.8,19.1,122,81,163,13.3,8.9,17.8,"36,658","34,405","39,058",,,,,,
16,065,ID,Madison County,"4,682","3,481","5,882",15.6,11.6,19.6,"1,070",771,"1,369",13,9.4,16.6,653,435,871,12.8,8.5,17,"32,569","30,530","34,743",,,,,,
16,067,ID,Minidoka County,"2,476","1,872","3,080",13.1,9.9,16.3,984,709,"1,259",18.1,13,23.1,572,381,763,15.1,10.1,20.1,"33,739","31,571","36,055",,,,,,
16,069,ID,Nez Perce County,"4,445","3,373","5,516",11.9,9,14.8,"1,319",955,"1,683",16.1,11.7,20.5,776,520,"1,032",13.3,8.9,17.6,"38,526","36,171","41,035",,,,,,
16,071,ID,Oneida County,438,332,544,10.4,7.9,13,156,112,199,13.6,9.8,17.4,98,65,131,11.8,7.8,15.7,"36,834","34,557","39,261",,,,,,
16,073,ID,Owyhee County,"1,705","1,294","2,117",15.4,11.7,19.2,672,486,857,21.3,15.4,27.2,405,271,539,18,12.1,24,"31,315","29,358","33,403",,,,,,
16,075,ID,Payette County,"2,923","2,246","3,599",13.2,10.1,16.2,"1,079",791,"1,368",17.6,12.9,22.3,677,460,894,15.3,10.4,20.2,"36,622","34,440","38,943",,,,,,
16,077,ID,Power County,"1,108",841,"1,376",14.4,10.9,17.9,453,328,577,19.7,14.3,25.1,286,191,381,17.2,11.5,22.9,"34,248","32,068","36,575",,,,,,
16,079,ID,Shoshone County,"2,114","1,614","2,614",16.3,12.4,20.1,633,459,808,23.6,17.1,30,393,264,522,19.7,13.3,26.2,"30,280","28,433","32,247",,,,,,
16,081,ID,Teton County,671,504,838,9,6.7,11.2,294,206,381,13.1,9.2,17,188,122,254,12.4,8,16.7,"45,993","42,945","49,259",,,,,,
16,083,ID,Twin Falls County,"8,586","6,617","10,554",12.5,9.7,15.4,"2,940","2,160","3,720",16.5,12.1,20.9,"1,677","1,143","2,211",13.4,9.2,17.7,"36,891","34,705","39,215",,,,,,
16,085,ID,Valley County,757,581,933,9.1,7,11.3,218,159,278,13.3,9.7,16.9,131,89,173,10.8,7.3,14.3,"42,852","40,239","45,633",,,,,,
16,087,ID,Washington County,"1,397","1,061","1,732",14,10.6,17.3,487,354,621,19.6,14.2,25,287,193,381,15.8,10.6,21,"32,195","30,221","34,298",,,,,,
17,000,IL,Illinois,"1,486,115","1,395,834","1,576,396",11.9,11.1,12.6,"539,394","488,300","590,487",16.7,15.1,18.3,"369,244","321,539","416,949",15.9,13.8,18,"47,711","46,301","49,121","157,174","135,866","178,482",17.7,15.3,20.1
17,001,IL,Adams County,"7,278","5,659","8,897",11.3,8.8,13.8,"2,391","1,773","3,010",15.3,11.3,19.2,"1,662","1,166","2,158",14.3,10,18.5,"39,304","36,987","41,767",,,,,,
17,003,IL,Alexander County,"2,007","1,522","2,492",23.8,18,29.5,786,563,"1,008",34.9,25,44.8,579,391,767,37,25,49,"25,874","24,223","27,637",,,,,,
17,005,IL,Bond County,"1,765","1,344","2,187",11.2,8.5,13.9,515,373,657,13.8,10,17.6,361,246,476,13.4,9.1,17.7,"39,804","37,366","42,402",,,,,,
17,007,IL,Boone County,"3,957","3,043","4,871",7.9,6.1,9.7,"1,493","1,091","1,896",11.1,8.1,14.1,978,673,"1,283",9.7,6.7,12.7,"54,926","51,555","58,517",,,,,,
17,009,IL,Brown County,602,437,768,12.3,9,15.7,132,94,169,11.9,8.5,15.3,99,67,131,12.5,8.4,16.6,"37,744","35,275","40,385",,,,,,
17,011,IL,Bureau County,"3,100","2,371","3,829",8.8,6.8,10.9,"1,056",772,"1,341",12.8,9.4,16.3,739,509,969,12.3,8.5,16.2,"43,539","40,883","46,368",,,,,,
17,013,IL,Calhoun County,457,347,566,8.9,6.8,11,123,88,157,11.4,8.2,14.5,87,59,115,10.7,7.2,14.1,"40,032","37,530","42,700",,,,,,
17,015,IL,Carroll County,"1,613","1,241","1,985",10.1,7.8,12.5,529,388,670,15.3,11.2,19.4,383,263,503,14.4,9.9,19,"39,086","36,673","41,659",,,,,,
17,017,IL,Cass County,"1,464","1,124","1,805",10.7,8.2,13.1,514,373,656,15.3,11.1,19.5,370,253,487,15.5,10.6,20.5,"37,819","35,528","40,257",,,,,,
17,019,IL,Champaign County,"22,790","17,602","27,978",13.4,10.4,16.5,"5,903","4,375","7,430",16,11.9,20.1,"3,974","2,783","5,165",15.5,10.9,20.2,"39,914","37,469","42,518",,,,,,
17,021,IL,Christian County,"3,717","2,846","4,589",11.1,8.5,13.7,"1,272",930,"1,613",16.2,11.8,20.5,864,596,"1,132",14.6,10.1,19.1,"39,839","37,396","42,442",,,,,,
17,023,IL,Clark County,"1,783","1,361","2,204",10.6,8.1,13.1,625,455,795,15.9,11.5,20.2,450,309,591,14.9,10.3,19.6,"39,057","36,679","41,589",,,,,,
17,025,IL,Clay County,"1,673","1,279","2,068",12.1,9.3,15,540,392,687,16.7,12.1,21.3,386,265,507,16.5,11.3,21.7,"34,353","32,228","36,619",,,,,,
17,027,IL,Clinton County,"2,589","1,986","3,192",7.6,5.8,9.4,816,596,"1,036",10,7.3,12.7,570,393,747,9.2,6.3,12.1,"48,926","45,963","52,080",,,,,,
17,029,IL,Coles County,"6,873","5,284","8,462",14.4,11.1,17.8,"1,607","1,172","2,042",17,12.4,21.6,"1,086",747,"1,425",16.1,11.1,21.2,"34,374","32,234","36,657",,,,,,
17,031,IL,Cook County,"798,672","644,612","952,731",15.2,12.3,18.2,"303,300","232,596","374,004",22.2,17,27.3,"207,667","151,992","263,342",21.6,15.8,27.4,"43,584","41,959","45,272",,,,,,
17,033,IL,Crawford County,"2,208","1,690","2,727",11.9,9.1,14.7,710,518,901,17.3,12.6,22,495,341,649,16,11,21,"37,602","35,259","40,100",,,,,,
17,035,IL,Cumberland County,"1,122",858,"1,385",10.3,7.9,12.8,392,285,500,15.1,10.9,19.2,271,185,357,13.7,9.4,18,"39,509","37,084","42,094",,,,,,
17,037,IL,DeKalb County,"8,624","6,572","10,677",9.6,7.3,11.9,"2,086","1,525","2,647",10.1,7.3,12.8,"1,409",970,"1,848",9.4,6.5,12.3,"48,148","45,173","51,318",,,,,,
17,039,IL,De Witt County,"1,692","1,301","2,084",10.3,7.9,12.7,600,439,761,15.5,11.3,19.6,422,292,552,15,10.4,19.6,"43,663","40,981","46,521",,,,,,
17,041,IL,Douglas County,"1,618","1,230","2,005",8.2,6.2,10.1,624,452,797,12,8.7,15.4,416,282,550,11.4,7.7,15.1,"44,206","41,424","47,174",,,,,,
17,043,IL,DuPage County,"55,088","43,220","66,955",6,4.7,7.3,"16,510","12,306","20,715",6.8,5.1,8.6,"11,093","7,855","14,331",6.3,4.4,8.1,"66,697","63,040","70,566",,,,,,
17,045,IL,Edgar County,"2,248","1,718","2,778",12.2,9.3,15.1,745,543,947,18.1,13.2,23,510,351,669,16.3,11.2,21.4,"37,134","34,862","39,554",,,,,,
17,047,IL,Edwards County,637,485,788,9.4,7.2,11.6,206,149,263,14,10.2,17.9,148,101,195,13.9,9.5,18.3,"37,731","35,369","40,251",,,,,,
17,049,IL,Effingham County,"3,176","2,427","3,926",9.2,7.1,11.4,"1,151",841,"1,461",12.7,9.2,16.1,789,544,"1,034",11.6,8,15.2,"43,199","40,520","46,056",,,,,,
17,051,IL,Fayette County,"2,725","2,083","3,368",13.6,10.4,16.8,902,659,"1,146",18.9,13.8,24,613,422,804,17.1,11.8,22.5,"34,420","32,316","36,662",,,,,,
17,053,IL,Ford County,"1,122",856,"1,389",8.1,6.2,10.1,385,278,491,11.4,8.2,14.5,274,187,361,10.9,7.4,14.4,"42,629","40,018","45,409",,,,,,
17,055,IL,Franklin County,"6,047","4,632","7,462",15.4,11.8,19,"2,088","1,528","2,648",24,17.6,30.5,"1,427",985,"1,869",22.5,15.5,29.5,"32,398","30,407","34,520",,,,,,
17,057,IL,Fulton County,"4,252","3,253","5,250",12.1,9.2,14.9,"1,346",984,"1,708",17.2,12.6,21.9,934,644,"1,224",16.2,11.2,21.3,"36,924","34,683","39,310",,,,,,
17,059,IL,Gallatin County,988,749,"1,227",16.1,12.2,20,323,233,414,24.2,17.4,30.9,229,155,303,23.2,15.7,30.6,"29,997","28,049","32,081",,,,,,
17,061,IL,Greene County,"1,789","1,367","2,210",12.5,9.6,15.5,614,447,781,17.8,13,22.7,446,307,585,17.6,12.1,23.1,"35,422","33,254","37,731",,,,,,
17,063,IL,Grundy County,"2,639","2,031","3,247",6,4.7,7.4,866,632,"1,100",8.1,5.9,10.3,611,422,800,7.9,5.4,10.3,"59,216","55,595","63,072",,,,,,
17,065,IL,Hamilton County,"1,028",784,"1,272",12.6,9.6,15.6,342,248,436,18.8,13.6,23.9,240,164,316,17.3,11.8,22.8,"34,561","32,428","36,835",,,,,,
17,067,IL,Hancock County,"1,844","1,407","2,282",9.8,7.4,12.1,589,429,749,14,10.2,17.8,407,280,534,12.6,8.7,16.6,"40,030","37,536","42,691",,,,,,
17,069,IL,Hardin County,696,528,865,15.3,11.6,19,205,147,262,22.8,16.4,29.3,147,100,194,22.3,15.1,29.5,"30,428","28,516","32,467",,,,,,
17,071,IL,Henderson County,827,630,"1,024",10.4,7.9,12.9,259,188,330,16.1,11.7,20.5,189,129,249,14.8,10.1,19.5,"38,403","36,076","40,881",,,,,,
17,073,IL,Henry County,"4,106","3,163","5,048",8.2,6.3,10,"1,463","1,070","1,855",12.6,9.2,16,"1,002",692,"1,312",11.4,7.9,14.9,"44,284","41,574","47,171",,,,,,
17,075,IL,Iroquois County,"3,059","2,339","3,778",10.2,7.8,12.6,"1,081",791,"1,371",15.3,11.2,19.4,747,515,979,14,9.7,18.3,"40,971","38,446","43,662",,,,,,
17,077,IL,Jackson County,"10,723","8,236","13,210",20.2,15.5,24.8,"2,619","1,931","3,308",26,19.2,32.9,"1,766","1,230","2,302",25.8,17.9,33.6,"27,705","25,912","29,623",,,,,,
17,079,IL,Jasper County,"1,000",761,"1,239",10,7.6,12.4,351,255,447,14.9,10.8,18.9,252,172,332,14.4,9.9,19,"40,270","37,742","42,967",,,,,,
17,081,IL,Jefferson County,"5,287","4,079","6,495",13.9,10.7,17.1,"1,824","1,337","2,310",20.1,14.7,25.4,"1,289",894,"1,684",19.3,13.4,25.2,"35,818","33,672","38,101",,,,,,
17,083,IL,Jersey County,"1,851","1,413","2,289",8.5,6.5,10.6,586,427,745,11.8,8.6,15,405,278,532,10.7,7.4,14.1,"45,455","42,702","48,384",,,,,,
17,085,IL,Jo Daviess County,"1,748","1,329","2,166",7.8,5.9,9.6,543,391,694,11.4,8.2,14.6,386,263,509,10.7,7.3,14.2,"43,465","40,793","46,312",,,,,,
17,087,IL,Johnson County,"1,471","1,107","1,836",13.5,10.2,16.9,403,289,518,17,12.2,21.8,278,188,368,16.1,10.8,21.3,"36,157","33,894","38,570",,,,,,
17,089,IL,Kane County,"37,975","29,672","46,277",7.9,6.2,9.7,"15,344","11,416","19,271",10.9,8.1,13.7,"10,442","7,366","13,518",10.6,7.5,13.7,"61,246","57,755","64,948",,,,,,
17,091,IL,Kankakee County,"12,402","9,626","15,179",11.9,9.2,14.5,"4,811","3,568","6,053",17.3,12.8,21.8,"3,350","2,350","4,350",16.7,11.7,21.6,"43,651","41,051","46,415",,,,,,
17,093,IL,Kendall County,"3,285","2,504","4,067",4.1,3.1,5.1,"1,162",843,"1,480",5.4,4,6.9,822,565,"1,079",5.4,3.7,7,"76,568","71,703","81,763",,,,,,
17,095,IL,Knox County,"6,661","5,104","8,219",13.4,10.3,16.6,"2,243","1,644","2,842",19.9,14.6,25.2,"1,527","1,055","1,999",18.5,12.8,24.2,"36,358","34,120","38,743",,,,,,
17,097,IL,Lake County,"49,015","38,456","59,573",7.1,5.6,8.6,"18,392","13,737","23,046",9.2,6.9,11.6,"12,602","8,928","16,276",8.6,6.1,11.1,"67,039","63,290","71,010",,,,,,
17,099,IL,La Salle County,"10,825","8,418","13,233",9.8,7.6,12,"3,711","2,755","4,667",13.9,10.3,17.4,"2,459","1,729","3,189",12.5,8.8,16.2,"43,848","41,236","46,626",,,,,,
17,101,IL,Lawrence County,"1,918","1,465","2,371",13.1,10,16.1,616,449,784,19.3,14,24.5,441,302,580,18.3,12.6,24.1,"33,809","31,714","36,041",,,,,,
17,103,IL,Lee County,"3,097","2,369","3,824",9.3,7.1,11.5,941,687,"1,195",12.1,8.8,15.3,651,448,854,10.9,7.5,14.3,"44,205","41,517","47,067",,,,,,
17,105,IL,Livingston County,"3,684","2,821","4,547",10.1,7.7,12.5,"1,230",899,"1,561",13.3,9.7,16.8,855,589,"1,121",12.9,8.9,16.9,"45,591","42,821","48,541",,,,,,
17,107,IL,Logan County,"2,819","2,164","3,473",10.7,8.2,13.1,927,675,"1,179",15,10.9,19.1,650,447,853,14.2,9.8,18.7,"40,475","38,016","43,093",,,,,,
17,109,IL,McDonough County,"4,418","3,347","5,488",16.4,12.4,20.3,970,705,"1,235",19.9,14.5,25.3,644,441,847,18.3,12.5,24,"32,832","30,752","35,053",,,,,,
17,111,IL,McHenry County,"13,825","10,694","16,956",4.5,3.5,5.6,"4,680","3,432","5,929",5.6,4.1,7,"3,329","2,310","4,348",5.3,3.7,6.9,"70,438","66,274","74,862",,,,,,
17,113,IL,McLean County,"14,941","11,560","18,322",10.1,7.8,12.4,"3,784","2,791","4,777",10.7,7.9,13.5,"2,526","1,761","3,291",10.1,7,13.1,"51,176","48,065","54,488",,,,,,
17,115,IL,Macon County,"15,361","11,930","18,792",14.3,11.1,17.5,"5,599","4,157","7,041",21.3,15.8,26.8,"3,750","2,635","4,865",19.6,13.7,25.4,"39,047","36,726","41,516",,,,,,
17,117,IL,Macoupin County,"5,090","3,914","6,265",10.6,8.1,13,"1,729","1,271","2,188",15.7,11.5,19.9,"1,198",831,"1,565",14.6,10.1,19.1,"40,195","37,741","42,809",,,,,,
17,119,IL,Madison County,"29,155","22,686","35,625",11.2,8.7,13.7,"10,065","7,485","12,644",16.1,12,20.3,"6,994","4,923","9,065",15.5,10.9,20,"45,326","42,658","48,161",,,,,,
17,121,IL,Marion County,"5,339","4,131","6,547",13.6,10.5,16.6,"2,067","1,524","2,610",21.6,15.9,27.3,"1,435","1,000","1,870",20.2,14.1,26.4,"36,144","33,950","38,479",,,,,,
